Driver Substance Abuse,Person ID,Injury Severity
NONE DETECTED,7958A69F-5CD6-421A-8053-DAF44EFB9C01,NO APPARENT INJURY
NONE DETECTED,DF006647-39FB-45A9-A8E8-DE69F8EA634A,NO APPARENT INJURY
NONE DETECTED,78C3ED69-597A-4EB9-BEC4-81E3DEF841CB,NO APPARENT INJURY
N/A,512A35AE-4035-42D6-9DB9-21CEA59D3EFB,POSSIBLE INJURY
N/A,5C36636E-A9CB-4B5F-9A13-07EB46EEF1C0,NO APPARENT INJURY
NONE DETECTED,CE46D0CB-C876-41AF-A6AA-08CDD843D010,SUSPECTED MINOR INJURY
NONE DETECTED,8418D003-79B9-44F1-89F3-3CF08FCFA6CF,SUSPECTED MINOR INJURY
NONE DETECTED,42873241-8931-4EDA-9974-4D9FE28689A5,NO APPARENT INJURY
NONE DETECTED,38CDCE0F-9B0D-49DC-B124-4DDB79BF4852,NO APPARENT INJURY
NONE DETECTED,5BB8BD37-E015-4442-BC52-FC3632CDAAAA,POSSIBLE INJURY
NONE DETECTED,A136441B-C700-446B-ABB1-4107FAB88279,NO APPARENT INJURY
N/A,58FA6E86-751B-48BF-AE39-293EA79873C0,NO APPARENT INJURY
NONE DETECTED,87EE85F4-9926-4BBB-B664-FEEB2EBA2DE0,POSSIBLE INJURY
NONE DETECTED,8D9505EB-E341-420E-AEE3-4CB583F2D2E1,NO APPARENT INJURY
N/A,DE585DE2-D08D-4605-AD5D-FE3114B55FA8,NO APPARENT INJURY
NONE DETECTED,4B4F7D75-F4E3-4652-A6BD-7374BC640411,NO APPARENT INJURY
NONE DETECTED,E17E2139-B96D-4884-82FE-4CB4CAB8BE44,NO APPARENT INJURY
NONE DETECTED,FCB34219-79D0-461E-BC52-75C783CDD571,NO APPARENT INJURY
N/A,268560C4-7696-4814-A5EC-B7EF015FB61E,POSSIBLE INJURY
N/A,C07FF4B3-36C4-49CC-B3BD-9C5DF1A8B177,NO APPARENT INJURY
NONE DETECTED,D6C5F9CF-33B9-46A1-80A2-1C23765FF069,POSSIBLE INJURY
NONE DETECTED,EB5BA3B5-64ED-42EE-A983-1BD0B1723E5F,POSSIBLE INJURY
NONE DETECTED,061C5AF6-3841-4868-9FB7-C2DBA8D3699A,NO APPARENT INJURY
UNKNOWN,39E26C38-57D4-42E8-A267-9CB20E8B720E,NO APPARENT INJURY
NONE DETECTED,36470F9B-D132-496A-9134-54C54D13F6CD,NO APPARENT INJURY
NONE DETECTED,E15BE580-1D90-454D-BF3D-4CB4445E9B5B,NO APPARENT INJURY
N/A,11A3F2F4-1280-4893-A9C5-073AD778A349,NO APPARENT INJURY
NONE DETECTED,48399F5C-3F74-490C-B9F6-9F3ECD51248D,NO APPARENT INJURY
NONE DETECTED,D780857E-B0E8-482E-A867-4101D688CA60,NO APPARENT INJURY
NONE DETECTED,73E046AE-4F17-4A13-B3F4-32DC7B7DF2C6,NO APPARENT INJURY
NONE DETECTED,0286A1E2-168A-4C66-B625-D2E3F8A567EB,NO APPARENT INJURY
NONE DETECTED,0907F90D-0965-4678-9900-19ACE910D748,POSSIBLE INJURY
NONE DETECTED,FE2E6887-2829-43EF-966B-B81F6B5F259D,NO APPARENT INJURY
NONE DETECTED,A5318659-9303-4981-973C-AA73A62F8C46,NO APPARENT INJURY
NONE DETECTED,E762ACBE-9436-4CB0-9D03-902F7F3E26D5,POSSIBLE INJURY
NONE DETECTED,0C284EB3-BF97-4E4A-A4ED-AFD5857C9E80,NO APPARENT INJURY
NONE DETECTED,EC3B7C12-E6A8-4868-B31C-59F8064B0FEF,NO APPARENT INJURY
NONE DETECTED,E389101A-476C-4599-A905-1BBEBD4C6B5F,NO APPARENT INJURY
NONE DETECTED,6F63EC14-8DDE-41DE-9E00-15DC2976462D,NO APPARENT INJURY
NONE DETECTED,177D07F0-16AE-4CAB-AD24-1624D728181A,SUSPECTED SERIOUS INJURY
NONE DETECTED,8853C0D8-4A4E-4C87-8A74-6ADEA99F3DA7,NO APPARENT INJURY
NONE DETECTED,D42DC921-FC0C-4969-B076-85834B387933,NO APPARENT INJURY
NONE DETECTED,35FF9D8D-3E67-4D28-AA96-8CACCA67F171,SUSPECTED MINOR INJURY
NONE DETECTED,E7EFF13D-C971-4549-9F7A-58A77E832782,NO APPARENT INJURY
NONE DETECTED,7CF250AF-77C5-4F7F-839B-6ED51312DB8D,NO APPARENT INJURY
NONE DETECTED,862EBBE4-79D7-45B5-81AF-3F21B46FF581,NO APPARENT INJURY
NONE DETECTED,86557E16-D041-4F11-AAFA-485800B8A88B,NO APPARENT INJURY
NONE DETECTED,80EA2577-21EE-4B9E-A667-9B22D6DC90B2,NO APPARENT INJURY
NONE DETECTED,6E826E19-3333-4AED-A821-8EFA7F45A65B,POSSIBLE INJURY
NONE DETECTED,CB6B3252-1E51-41CE-8BA2-43246B9D5016,NO APPARENT INJURY
NONE DETECTED,3B0BA5DF-B8C8-4A50-A979-F7DBE4279CAB,NO APPARENT INJURY
UNKNOWN,DE4066D8-6B1D-4C6E-951A-91A24B059C4D,NO APPARENT INJURY
N/A,192B3E74-42A7-40D6-8C49-ACD46E882668,POSSIBLE INJURY
N/A,013050FA-75E6-42E7-A974-EDC73CEB909C,POSSIBLE INJURY
N/A,5DDE96D2-2126-443F-8423-3AD0C8751506,NO APPARENT INJURY
ALCOHOL PRESENT,6247C8F6-297F-4E71-B653-B69CBB22804E,SUSPECTED MINOR INJURY
ALCOHOL PRESENT,1EF5AD79-103F-4D34-8FA6-87BF05510A52,SUSPECTED SERIOUS INJURY
UNKNOWN,E8F8EEE7-1AAB-4F74-B04B-DAC577914EE3,NO APPARENT INJURY
NONE DETECTED,D71CDD94-0FBD-4AD0-89D7-A27DA430BD35,NO APPARENT INJURY
NONE DETECTED,A5978750-D4BA-4D58-A97D-9BF4586158DE,NO APPARENT INJURY
N/A,7B77FD93-9DBE-4BEA-A6E1-547718B30F52,NO APPARENT INJURY
UNKNOWN,2B9253D2-EC96-4E1A-B454-3B513A3156E5,NO APPARENT INJURY
N/A,DCE5B7C6-086B-451A-BEF4-84142D92853F,NO APPARENT INJURY
NONE DETECTED,7F7560CB-E3C7-4DF0-8667-CE388E62BEAE,NO APPARENT INJURY
NONE DETECTED,FA646BF5-E14D-4157-8FD7-38B4F365F796,SUSPECTED MINOR INJURY
NONE DETECTED,AD959FC1-5CC6-47A0-AFD1-BC64B7E84AF3,NO APPARENT INJURY
N/A,85F1EA80-7FA7-4D46-A96C-DD46C35D8851,NO APPARENT INJURY
N/A,68C263EE-ABAB-41B2-9D06-66BC2F5B7B4D,NO APPARENT INJURY
N/A,280F4E1B-0203-46EE-88B3-4C6790DA998A,NO APPARENT INJURY
N/A,7D0676B4-1D31-4CE0-99AD-E5B04FC3BBCF,NO APPARENT INJURY
UNKNOWN,8D5FE58B-2B52-4590-BA81-B98FC23CC468,NO APPARENT INJURY
NONE DETECTED,DF74785C-8904-476A-BB6D-C1EA24DD69EB,NO APPARENT INJURY
NONE DETECTED,1B9FB457-BD52-4DE4-963E-2B85273BF245,NO APPARENT INJURY
NONE DETECTED,304A806C-31C9-4D99-939A-202D40A87EDD,NO APPARENT INJURY
NONE DETECTED,8A9FA980-885A-4030-9D06-B06E4625C9B6,NO APPARENT INJURY
NONE DETECTED,485D2E31-A0B5-4913-A223-3B6A9CAD46B7,NO APPARENT INJURY
NONE DETECTED,FA6814F0-A8BA-4C28-9068-84A38C6B0929,NO APPARENT INJURY
N/A,43532C0D-0569-4187-841C-5866852B8EB7,NO APPARENT INJURY
N/A,A3923CF5-A90A-4EE9-AD06-DC343281E19B,NO APPARENT INJURY
NONE DETECTED,D0A24D8A-3394-4661-8D84-D4A2A44F7ACE,NO APPARENT INJURY
NONE DETECTED,D4645189-A23E-46ED-A489-5BC05195FA6C,NO APPARENT INJURY
N/A,32155C57-EEF0-4C31-ABD3-61E29B2C910C,POSSIBLE INJURY
N/A,46CB3E1D-4ADB-4498-A37E-B32A583589B1,SUSPECTED MINOR INJURY
NONE DETECTED,6CDE01E3-AEAB-4B84-9643-44CC60A99ED0,NO APPARENT INJURY
UNKNOWN,BB6E57DB-E5C2-42AC-89A8-3C4A79FC1315,NO APPARENT INJURY
NONE DETECTED,AD7424B9-20C5-41DF-AB66-347EEE02B087,NO APPARENT INJURY
NONE DETECTED,7A803357-A047-4B39-B5A6-CC540DAAA780,NO APPARENT INJURY
NONE DETECTED,A03C0722-F7EC-4BBD-84ED-C2E80AEB26A8,NO APPARENT INJURY
NONE DETECTED,181A9579-73D5-4D48-A4EB-E09368F2DA42,NO APPARENT INJURY
NONE DETECTED,865E9E2E-5AC4-4E6D-BDE1-B8EFC948D627,NO APPARENT INJURY
N/A,BC3964C9-EF16-4888-A98A-1FD534ED6D50,NO APPARENT INJURY
UNKNOWN,B75C71FE-DDCC-435B-883D-2B66791CBCBF,NO APPARENT INJURY
NONE DETECTED,B23DDCAF-6F37-4461-9CC4-6AF8C925E4A2,NO APPARENT INJURY
NONE DETECTED,AE66E9CF-75AB-4FB6-9818-F99652A756DB,NO APPARENT INJURY
N/A,044FB50E-BBD9-4097-B361-24DA9F168516,NO APPARENT INJURY
NONE DETECTED,D68FDA3E-727F-4A82-A467-5C83E020E84C,NO APPARENT INJURY
NONE DETECTED,84E554A7-E56C-4A9A-B4B4-AF9BC613FA0E,NO APPARENT INJURY
NONE DETECTED,23406CEE-FBB6-4A7F-B7E6-7CDF0C060618,NO APPARENT INJURY
NONE DETECTED,F91C0133-F266-418C-8B0A-52C6941FE365,NO APPARENT INJURY
N/A,F9CC93E6-70D3-4AF0-9573-B6FAC0E8F7E4,NO APPARENT INJURY
UNKNOWN,FE348134-F2AF-4569-93BF-B9FE4FF61660,NO APPARENT INJURY
UNKNOWN,BE4713DD-157D-4CCD-A166-5DEA271C8251,NO APPARENT INJURY
NONE DETECTED,1C9BA9C9-7EA1-4E5C-85E3-BAC9B36F3496,NO APPARENT INJURY
NONE DETECTED,35800C0A-8ADD-400A-9401-A6EEA57E4E5E,NO APPARENT INJURY
NONE DETECTED,1EE11661-88BE-447F-8C6C-B8443681889E,POSSIBLE INJURY
NONE DETECTED,3D44492F-EC61-44F1-B562-DACFFEDE1EC8,NO APPARENT INJURY
N/A,6E8C9142-FF33-4E8C-9A6D-4E5796FC55E7,NO APPARENT INJURY
N/A,41E8EF0F-0F00-4609-82DE-CF342B1E4B18,NO APPARENT INJURY
NONE DETECTED,718DF60D-1ADF-4573-91A0-5AC6BC227129,NO APPARENT INJURY
NONE DETECTED,7C4BC7B1-5D7E-4E70-A258-C992E71DB083,NO APPARENT INJURY
N/A,213B8295-D87A-4790-92F2-4730C53B7A66,NO APPARENT INJURY
NONE DETECTED,208696C8-C178-4E63-91A3-E18349D028DD,POSSIBLE INJURY
NONE DETECTED,D8E67F60-21A2-4900-BB94-D56C91311806,NO APPARENT INJURY
NONE DETECTED,3FED0370-743E-4EAA-802A-EFBE747D63E5,NO APPARENT INJURY
NONE DETECTED,6964FE22-C3E1-47ED-8679-DCC194406EC3,NO APPARENT INJURY
UNKNOWN,A4E6F37E-461A-44B6-A9DD-645E893DF5EE,NO APPARENT INJURY
N/A,D3F87B5A-B872-4E43-8303-794403F44F97,NO APPARENT INJURY
N/A,C9078ACD-49F1-4BCC-9A02-817BB87898D9,NO APPARENT INJURY
NONE DETECTED,B6070808-BA12-4437-94E1-EAD68473BC60,SUSPECTED MINOR INJURY
NONE DETECTED,741CB433-72F6-477E-B7EB-FD98CF752E1F,NO APPARENT INJURY
NONE DETECTED,B85F9E6D-7D78-432E-89F3-55D6239F0252,NO APPARENT INJURY
NONE DETECTED,A3DF6DE8-34A7-4494-AEEA-CCC562483960,NO APPARENT INJURY
UNKNOWN,28F1B79E-820B-46A7-9B51-3B665608D860,NO APPARENT INJURY
N/A,198D7395-8DEB-44D9-A21E-068F20352373,NO APPARENT INJURY
NONE DETECTED,EB9CED2A-9352-4717-8FBD-E893E1AABEB2,NO APPARENT INJURY
NONE DETECTED,FC270B6F-2FAD-4EEC-85B0-862EEF08F88C,SUSPECTED MINOR INJURY
ALCOHOL PRESENT,81D1B991-2CDB-4163-92ED-D2499CCA0D95,NO APPARENT INJURY
NONE DETECTED,38DAAF10-B6F2-4887-A0E5-A845755AEED8,NO APPARENT INJURY
NONE DETECTED,C3AAAE45-2B39-4F5A-928E-1843B7AB75CD,NO APPARENT INJURY
NONE DETECTED,25ED1A20-641D-43A2-8BE4-D4725495388F,NO APPARENT INJURY
NONE DETECTED,1A1B599D-B1F8-4D6F-9BFB-01F2A29D7B1F,NO APPARENT INJURY
ALCOHOL PRESENT,D60B88A2-ABD4-4C5B-BA7C-65A54FBE3268,NO APPARENT INJURY
NONE DETECTED,D8180473-1A1E-4124-955E-EF06DE5B8479,NO APPARENT INJURY
ALCOHOL PRESENT,EA91E198-A918-46C6-BCEB-CDDBE10E5F15,NO APPARENT INJURY
NONE DETECTED,33D30BDF-2E06-4481-B744-1AF6E9537576,NO APPARENT INJURY
NONE DETECTED,8C0010B2-9439-4AF0-848E-6FF8F09ECFD4,NO APPARENT INJURY
NONE DETECTED,1B4E6D24-0A32-444C-A85E-E483CF9528BF,NO APPARENT INJURY
NONE DETECTED,EA9B9CE5-94D6-48FB-AB07-913AFB6849B7,POSSIBLE INJURY
NONE DETECTED,AC383E9E-4325-47A0-9117-B242E417EF33,NO APPARENT INJURY
UNKNOWN,994F8931-D4AB-467D-BA38-32A8E06680D3,NO APPARENT INJURY
NONE DETECTED,A8F3613A-8554-4422-A4B5-16A68D4FDCF0,NO APPARENT INJURY
NONE DETECTED,F6FC5453-703D-4702-A539-BD2167609F3E,NO APPARENT INJURY
UNKNOWN,6B316689-09FA-4770-8D36-73118DFDCC5C,NO APPARENT INJURY
NONE DETECTED,90421213-63EC-4379-8E11-98235A915603,NO APPARENT INJURY
NONE DETECTED,5F1938DB-C573-4C06-9A39-B6D8FDB21B95,NO APPARENT INJURY
N/A,81D2C498-58CC-49C4-A1FE-19C833EFF250,NO APPARENT INJURY
UNKNOWN,9960956D-40B3-4494-A527-9DD46B7C5D10,NO APPARENT INJURY
NONE DETECTED,0D133FF2-0E74-4DF7-9407-A16124509024,NO APPARENT INJURY
NONE DETECTED,8F9DE90B-6C95-4477-8264-49FB1FA838CE,NO APPARENT INJURY
NONE DETECTED,3B1ED884-22FA-4863-88B7-FA06FC9A49D5,NO APPARENT INJURY
NONE DETECTED,A9507798-F302-4D47-8944-AB203884C13C,NO APPARENT INJURY
NONE DETECTED,7751BC4E-D75A-456B-9DD8-EC3923FFC1A6,NO APPARENT INJURY
NONE DETECTED,150425AD-5DCA-42AB-9B75-00969FCE4739,NO APPARENT INJURY
NONE DETECTED,97B43D02-F67F-4B71-8088-BD5B9A2F5378,NO APPARENT INJURY
N/A,F51A0647-F03B-4EAC-8CBD-FE8F8E43DDBA,NO APPARENT INJURY
N/A,0458DEFD-6F3B-41EA-A48B-CEAAB64D31B4,NO APPARENT INJURY
NONE DETECTED,E22A147C-016C-4B81-8B81-CB60F133E58E,NO APPARENT INJURY
NONE DETECTED,0088786A-CD66-4EDC-B70B-F41F4064A6B2,NO APPARENT INJURY
N/A,B4A91835-B60A-4523-BB95-5138C931292A,NO APPARENT INJURY
NONE DETECTED,F297918D-3122-47B6-A63E-F6B9A7A9EEC6,NO APPARENT INJURY
UNKNOWN,B6426C9F-81C8-42F7-8827-360B89AE7540,NO APPARENT INJURY
N/A,98B30B74-7F10-4915-994C-A475E6BE528F,NO APPARENT INJURY
NONE DETECTED,CF600AFD-5B10-479F-96C9-C9864BB6B7ED,NO APPARENT INJURY
NONE DETECTED,F840265E-53F0-420E-A2AE-C3D1EFFAA31C,SUSPECTED MINOR INJURY
NONE DETECTED,685CE96D-0C01-401B-8EB5-F9B6ED324740,NO APPARENT INJURY
NONE DETECTED,AF348317-1910-4EB1-987D-AE842B48225E,NO APPARENT INJURY
N/A,D1E03D3C-94ED-42D8-B6BA-F3E66B5F8A97,NO APPARENT INJURY
N/A,48C573CC-9E02-4D7A-A9C6-D8EE31EED39D,NO APPARENT INJURY
NONE DETECTED,9D1AE2AA-A231-42B0-A29F-A3E7C0EC9018,POSSIBLE INJURY
NONE DETECTED,698A19BC-7C7B-4C3B-9091-58AE79C6380E,NO APPARENT INJURY
N/A,0F789078-9094-45DA-916D-032F70698134,NO APPARENT INJURY
N/A,45AEB78E-6C36-438C-AF6B-145A06D63A9D,POSSIBLE INJURY
NONE DETECTED,1A8EFBD4-8BBE-4BC3-AE61-6EFA0F5041E2,POSSIBLE INJURY
N/A,23A8232E-863D-4AD0-8545-3C8E6A7C3979,NO APPARENT INJURY
NONE DETECTED,4CF4C448-CB44-4A39-86FB-8C08857F2DF7,NO APPARENT INJURY
N/A,FE08C170-D1FF-42BC-B940-F4F1CE7FFF14,NO APPARENT INJURY
ALCOHOL PRESENT,6ADFBBE1-6867-4117-BD90-F29DA6F0F1BD,POSSIBLE INJURY
UNKNOWN,98EF45F0-3709-4530-9519-EA23DDECF743,NO APPARENT INJURY
N/A,8B205A74-D96C-4AFB-98FB-05838C2D0882,NO APPARENT INJURY
NONE DETECTED,A606A06D-8757-4EB5-90DE-1A7756E66A45,NO APPARENT INJURY
NONE DETECTED,7DE2BB10-5807-492E-8F3A-F494CF7FDFDF,NO APPARENT INJURY
NONE DETECTED,741CC4C1-B0B8-4A2B-A584-35E6C58BDD6D,NO APPARENT INJURY
NONE DETECTED,82AAA3BF-3227-4A00-9AF7-D6A0D2863D24,NO APPARENT INJURY
NONE DETECTED,578153D0-3E14-4414-8B58-72B63262C17E,NO APPARENT INJURY
UNKNOWN,F617FB7C-4949-453D-B23A-104C6C42A6D1,NO APPARENT INJURY
NONE DETECTED,BB75B9AB-5EA0-4B99-9FB6-21E256BA350C,NO APPARENT INJURY
NONE DETECTED,728789F8-3F3F-45B3-9E9B-0C167D0EC53D,NO APPARENT INJURY
NONE DETECTED,83D1DC43-42A8-447B-A10D-BC39813C84FC,NO APPARENT INJURY
NONE DETECTED,5FD3EF06-D893-4BE1-A5C1-4AD569054CA6,NO APPARENT INJURY
NONE DETECTED,7A2A2163-466E-48AB-A165-3358B590C682,NO APPARENT INJURY
ALCOHOL PRESENT,90F9BD52-8553-428F-B0FA-2BF006BC5F87,NO APPARENT INJURY
NONE DETECTED,84BA985D-EA55-4F6A-BBC3-A7622079DEDA,NO APPARENT INJURY
NONE DETECTED,B3C1BD32-3F80-4682-8201-DDD9FD0168FE,NO APPARENT INJURY
NONE DETECTED,D07A36A6-3C70-4AE7-A81C-C761248C214E,POSSIBLE INJURY
NONE DETECTED,D12A3F76-7AA9-4150-82B1-CD897FC748F4,NO APPARENT INJURY
UNKNOWN,BCC9EC94-42C2-4C0F-BF67-A2E6FE4C73CD,NO APPARENT INJURY
NONE DETECTED,D961C197-5789-4A76-9F8B-468AA4236A95,POSSIBLE INJURY
NONE DETECTED,F36A5E17-C104-4BA0-AFC6-BBAF49E82ED0,NO APPARENT INJURY
NONE DETECTED,A48F3B72-915A-47ED-B741-EEFC60458053,NO APPARENT INJURY
NONE DETECTED,F6BABF90-7867-44C3-8944-DFD24A44BA25,SUSPECTED MINOR INJURY
N/A,E2175C54-38E2-40E5-B99C-AA9417326159,NO APPARENT INJURY
UNKNOWN,91FEBB0B-0424-4450-B580-43AD1F409B90,NO APPARENT INJURY
NONE DETECTED,D6C4A016-86AB-44CF-9F43-410F166720F3,SUSPECTED MINOR INJURY
NONE DETECTED,2D521FC1-580C-4780-B1AC-0BC7286F0FEE,NO APPARENT INJURY
N/A,E2E5BD3E-3B55-4F01-AD6F-6BEFC2877C38,NO APPARENT INJURY
N/A,8AF372E4-6778-4C3D-BA78-4EC7894DCF75,NO APPARENT INJURY
N/A,30965F39-09B5-48C3-BA9B-05907F1EB43F,SUSPECTED SERIOUS INJURY
N/A,7AE358A5-D52F-45A1-B449-58350BB4E85C,NO APPARENT INJURY
NONE DETECTED,E105B8E1-27DF-4062-B8A4-74EACB399576,NO APPARENT INJURY
NONE DETECTED,F075EB7B-1704-4D37-AEC9-6F8A8ACB6ED9,POSSIBLE INJURY
ALCOHOL PRESENT,C3EB30B3-63B3-4274-A840-D72416F3C9B1,NO APPARENT INJURY
NONE DETECTED,FAF63FE0-8AAB-44C1-9EF1-94BBD3679E66,NO APPARENT INJURY
UNKNOWN,E99457DB-C7E4-47DA-8880-1E428809C9CB,NO APPARENT INJURY
UNKNOWN,67DC5459-61C1-4669-BAEA-30AB8EF5FC2B,NO APPARENT INJURY
ALCOHOL PRESENT,C4FF9152-060B-4033-B309-BC519FA37611,NO APPARENT INJURY
COMBINED SUBSTANCE PRESENT,E3B8F844-D975-4A6C-9797-AEBF854B8D2C,NO APPARENT INJURY
NONE DETECTED,431880B4-0DE5-44D7-8CFF-90437DED5EA7,NO APPARENT INJURY
NONE DETECTED,08606D3F-2602-4876-8350-E2377D288C62,NO APPARENT INJURY
N/A,D2B117A0-6755-413B-946A-8B6ADF9D407C,NO APPARENT INJURY
NONE DETECTED,CC16EFD3-A377-4E42-8669-991C40372875,SUSPECTED MINOR INJURY
NONE DETECTED,579911A8-5C29-41F2-BF55-269BF74BD9F8,NO APPARENT INJURY
NONE DETECTED,33DAD2A8-28C4-4B41-852A-F41DA9EA37D4,POSSIBLE INJURY
UNKNOWN,97390CA9-3FE2-4FA7-89E0-24BFB8FB7CF2,NO APPARENT INJURY
NONE DETECTED,DEB5AD0E-DEF3-4579-B9E3-38E926959435,NO APPARENT INJURY
ALCOHOL CONTRIBUTED,FAC7FA60-8234-4AB8-B50D-BB2DF561838A,SUSPECTED MINOR INJURY
NONE DETECTED,EA1C1026-00C1-4C8C-828C-D5906E59876E,NO APPARENT INJURY
NONE DETECTED,8E846A6C-18F1-4EAB-9C67-B9644ECA6F15,POSSIBLE INJURY
NONE DETECTED,EFCE3678-5632-41F9-861A-7C99A70594D3,POSSIBLE INJURY
NONE DETECTED,FE55DD7E-7B7E-41E6-942E-365651935D25,NO APPARENT INJURY
NONE DETECTED,BC7DB5FE-40F0-4478-B01C-66898A8D83B7,NO APPARENT INJURY
NONE DETECTED,C99BF32D-422F-4AE9-8E66-DAEE744385C8,NO APPARENT INJURY
NONE DETECTED,1124DAC5-BB96-4069-B5B8-8CD656388862,NO APPARENT INJURY
ALCOHOL PRESENT,72DEDA6B-DC65-4052-B2CD-D446D052052A,NO APPARENT INJURY
NONE DETECTED,C42D70E8-F75E-4878-9A7F-62E8C51388ED,NO APPARENT INJURY
N/A,D6A8254F-B139-45A5-BD9E-E7C54497218B,NO APPARENT INJURY
N/A,30A51347-B662-47CF-A64D-0917F12E1EAA,POSSIBLE INJURY
N/A,07457200-7A83-4844-AF0C-0EAC8CB4305F,POSSIBLE INJURY
N/A,477A8D94-BA74-4DC7-9425-B83CE53AE09B,NO APPARENT INJURY
N/A,36701689-6C83-4402-ABB3-BCFC01682129,NO APPARENT INJURY
NONE DETECTED,FF26CCDD-8C1E-492E-8B43-1D3C54F9DDAC,NO APPARENT INJURY
NONE DETECTED,7BCA0405-EB2D-4378-A760-28DCA334F865,NO APPARENT INJURY
NONE DETECTED,04A39F4A-3709-4515-9E93-8BFEBEBFCCCE,SUSPECTED MINOR INJURY
NONE DETECTED,861B72C5-E8DE-42ED-BE1D-C242AAD88B56,POSSIBLE INJURY
NONE DETECTED,ED667B0A-9AE2-4CDD-9F65-2AF530D3BA62,NO APPARENT INJURY
NONE DETECTED,71996D03-0997-4A3F-BA8B-4B3751026C04,SUSPECTED MINOR INJURY
NONE DETECTED,6CFB10BC-44BB-4EC0-8247-9DBC4E608B1A,NO APPARENT INJURY
NONE DETECTED,EB35449B-1138-4CC0-9C0B-E82AF698C151,SUSPECTED MINOR INJURY
NONE DETECTED,574563A0-BA86-466C-8FA0-9B1CFB9A92DF,NO APPARENT INJURY
NONE DETECTED,E08E4578-E6F5-42DB-BDAC-5A1191A67473,SUSPECTED MINOR INJURY
NONE DETECTED,39BAB820-DDE8-4C9E-9FCE-978DCF75F50F,NO APPARENT INJURY
NONE DETECTED,37A6DAB3-54A3-4225-A21F-98FEAEE11A6B,NO APPARENT INJURY
NONE DETECTED,40B3DCC0-7426-45F2-A939-FE2FD10DE24E,NO APPARENT INJURY
NONE DETECTED,3E4EA788-5D6E-48CB-93C7-C48A5FB37C7A,NO APPARENT INJURY
UNKNOWN,DCC7EB66-B34A-4FEF-9700-D22083A308ED,NO APPARENT INJURY
N/A,928DAD7B-F76A-4F5F-A5A6-27550455D402,NO APPARENT INJURY
